Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Malware Indicators,Attack Type,Action Taken,Severity Level,Log Source,Anomaly Scores
34105,59884,ICMP,726,Data,HTTP,IoC Detected,DDoS,Ignored,Low,Firewall,79.08
25134,50409,ICMP,376,Control,DNS,IoC Detected,DDoS,Ignored,Low,Firewall,27.99
4379,28493,TCP,1240,Control,DNS,IoC Detected,Malware,Logged,High,Server,79.16
12810,53040,ICMP,1173,Data,FTP,IoC Detected,Intrusion,Blocked,Low,Server,33.53
3575,18865,UDP,1128,Control,FTP,IoC Detected,DDoS,Ignored,Medium,Firewall,46.97
6256,18233,TCP,1071,Data,DNS,IoC Detected,Intrusion,Logged,Medium,Server,95.55
15264,39172,ICMP,645,Data,HTTP,,DDoS,Blocked,Medium,Firewall,56.6
8399,30648,ICMP,518,Data,FTP,IoC Detected,DDoS,Blocked,Medium,Firewall,6.53
16662,1860,UDP,488,Control,HTTP,,Intrusion,Ignored,Low,Server,9.43
13933,23082,UDP,525,Control,FTP,,DDoS,Logged,Low,Server,82.43
1758,48615,ICMP,393,Control,DNS,IoC Detected,Malware,Logged,Low,Firewall,77.04
10687,12474,UDP,950,Control,HTTP,IoC Detected,DDoS,Ignored,High,Firewall,77.33
12291,62281,TCP,159,Control,FTP,IoC Detected,Malware,Logged,Medium,Firewall,77.17
31129,48329,UDP,1306,Control,DNS,,DDoS,Blocked,Medium,Server,52.78
56626,27723,UDP,1281,Control,FTP,,Malware,Blocked,Medium,Firewall,94.39
52578,46400,ICMP,1450,Control,DNS,IoC Detected,Intrusion,Logged,Low,Server,69.65
21688,27139,UDP,366,Data,FTP,,Intrusion,Ignored,Medium,Firewall,91.87
6448,17479,TCP,276,Data,HTTP,IoC Detected,DDoS,Logged,High,Firewall,74.22
3091,47574,ICMP,351,Control,DNS,,Malware,Logged,High,Server,81.31
48183,15776,TCP,694,Control,HTTP,IoC Detected,DDoS,Ignored,Medium,Firewall,38.36
15361,15238,TCP,1426,Data,FTP,IoC Detected,DDoS,Logged,High,Firewall,99.57
2933,8150,UDP,1285,Control,FTP,,Intrusion,Blocked,Medium,Server,28.52
33378,7505,ICMP,78,Data,DNS,IoC Detected,Intrusion,Logged,High,Server,29.43
5515,3710,TCP,1086,Data,DNS,,DDoS,Blocked,Low,Server,12.59
58658,4003,UDP,813,Control,HTTP,IoC Detected,Malware,Ignored,Medium,Firewall,69.28
50922,40671,ICMP,289,Data,FTP,,Intrusion,Blocked,Low,Server,87.07
30920,22475,UDP,899,Data,HTTP,IoC Detected,DDoS,Logged,Low,Server,2.31
51338,12248,TCP,528,Control,FTP,IoC Detected,Intrusion,Blocked,Low,Firewall,57.59
20209,33062,TCP,345,Control,DNS,IoC Detected,Malware,Logged,Medium,Firewall,79.51
46993,38898,UDP,303,Data,FTP,,Malware,Ignored,High,Server,2.51
54593,2911,UDP,935,Control,HTTP,,DDoS,Blocked,Medium,Firewall,62.35
57705,27319,ICMP,1163,Control,FTP,,Malware,Ignored,Medium,Server,41.05
25126,30099,UDP,1242,Data,DNS,,DDoS,Logged,Medium,Firewall,40.29
18273,52528,UDP,1437,Control,FTP,,Malware,Ignored,Medium,Server,96.4
20149,38378,ICMP,726,Control,HTTP,IoC Detected,Malware,Blocked,Low,Firewall,87.8
64216,18700,ICMP,67,Data,HTTP,IoC Detected,DDoS,Blocked,High,Firewall,50.48
65505,50136,ICMP,1109,Control,FTP,IoC Detected,Intrusion,Blocked,Medium,Server,91.89
17793,39887,ICMP,1368,Control,DNS,,Intrusion,Blocked,Low,Firewall,54.64
47040,31357,ICMP,812,Control,HTTP,,Intrusion,Ignored,Medium,Firewall,2.28
6050,18453,UDP,1016,Control,HTTP,,Malware,Blocked,Medium,Firewall,36.38
11065,59424,ICMP,643,Control,FTP,,DDoS,Logged,High,Server,90.03
30589,1886,UDP,526,Control,FTP,,Malware,Ignored,Low,Server,25.39
61507,21924,UDP,91,Control,DNS,,Malware,Ignored,Low,Firewall,86.45
5312,12155,UDP,1444,Control,HTTP,,Intrusion,Blocked,Low,Firewall,56.86
1713,35264,ICMP,936,Control,FTP,,Malware,Blocked,Medium,Server,77.02
2492,25349,UDP,554,Control,FTP,,Intrusion,Ignored,Medium,Server,26.91
20611,31753,ICMP,1275,Data,DNS,IoC Detected,Intrusion,Logged,High,Firewall,68.94
20645,14889,ICMP,1090,Data,DNS,,Intrusion,Logged,Low,Server,87.94
33872,7816,TCP,693,Control,DNS,IoC Detected,Malware,Logged,Low,Server,17.09
47593,5084,UDP,837,Data,HTTP,,DDoS,Ignored,Low,Firewall,9.53
62036,62107,TCP,1071,Data,HTTP,IoC Detected,Malware,Ignored,Medium,Server,74.12
40238,43210,ICMP,474,Control,FTP,,DDoS,Ignored,Medium,Firewall,62.69
3250,53290,UDP,678,Control,HTTP,IoC Detected,Malware,Blocked,Low,Firewall,27.54
36562,34632,ICMP,1107,Data,DNS,,DDoS,Blocked,Medium,Server,13.44
41762,56259,TCP,214,Data,DNS,,DDoS,Logged,Medium,Firewall,33.7
30300,63607,UDP,264,Data,FTP,IoC Detected,Malware,Blocked,Low,Firewall,89.13
37981,11104,UDP,879,Data,DNS,,Intrusion,Ignored,Low,Firewall,98.47
30101,31390,UDP,238,Control,FTP,IoC Detected,Malware,Ignored,High,Server,17.86
52887,41707,ICMP,262,Data,HTTP,,Malware,Ignored,Low,Firewall,87.7
51285,30308,ICMP,65,Data,FTP,,Malware,Blocked,Medium,Firewall,40.37
37558,27037,ICMP,1109,Data,HTTP,IoC Detected,Intrusion,Ignored,High,Firewall,20.3
39606,51112,UDP,1012,Control,HTTP,,DDoS,Logged,High,Server,53.4
17010,64515,UDP,1304,Data,FTP,IoC Detected,Malware,Logged,Low,Firewall,48.79
58838,42042,TCP,1125,Control,HTTP,IoC Detected,Intrusion,Ignored,High,Server,78.99
7495,30329,UDP,1346,Control,FTP,,DDoS,Logged,High,Firewall,24.52
16006,22272,UDP,1292,Control,DNS,,Malware,Logged,High,Firewall,19.35
41977,29944,UDP,1210,Control,HTTP,,Intrusion,Ignored,Low,Server,29.87
45046,28011,TCP,1138,Control,HTTP,IoC Detected,Malware,Ignored,Medium,Server,0.38
22810,9304,ICMP,575,Control,HTTP,IoC Detected,DDoS,Blocked,High,Firewall,70.05
41337,12738,TCP,407,Data,DNS,IoC Detected,Malware,Ignored,Low,Server,57.55
22667,54660,UDP,1045,Control,DNS,,DDoS,Ignored,Low,Firewall,52.43
51099,36176,TCP,926,Data,DNS,IoC Detected,Intrusion,Ignored,High,Firewall,98.64
34220,12628,ICMP,1002,Control,HTTP,IoC Detected,Malware,Blocked,Low,Firewall,8.19
10428,55871,ICMP,1003,Control,FTP,,DDoS,Blocked,Low,Firewall,64.88
12582,48200,TCP,97,Control,DNS,,DDoS,Ignored,Medium,Server,17.84
10378,64711,TCP,548,Control,DNS,IoC Detected,DDoS,Ignored,Medium,Firewall,82.43
1086,23936,UDP,1495,Control,DNS,,DDoS,Logged,Medium,Server,54.22
14256,48406,UDP,485,Data,DNS,,DDoS,Blocked,High,Firewall,19.71
55340,51828,UDP,646,Control,FTP,IoC Detected,Intrusion,Ignored,Low,Server,58.79
5121,13289,UDP,1122,Control,HTTP,IoC Detected,Intrusion,Ignored,Low,Firewall,11.27
22986,60641,TCP,1254,Data,FTP,,Intrusion,Ignored,High,Server,26.27
8755,17205,TCP,1276,Data,HTTP,IoC Detected,Malware,Blocked,Low,Server,72.07
25383,32726,ICMP,1190,Data,HTTP,IoC Detected,DDoS,Ignored,Medium,Firewall,25.33
22216,10483,UDP,1397,Data,DNS,IoC Detected,DDoS,Ignored,Low,Firewall,81.95
16999,21066,TCP,532,Data,DNS,IoC Detected,Malware,Logged,High,Firewall,19.67
7301,42242,ICMP,66,Data,HTTP,,Intrusion,Logged,High,Firewall,15.99
61228,58454,UDP,1123,Control,FTP,,DDoS,Blocked,Medium,Firewall,23.29
61555,23678,TCP,1175,Data,DNS,,Malware,Blocked,Medium,Server,1.17
59211,3056,ICMP,457,Data,FTP,,Intrusion,Logged,Medium,Server,41.73
41613,35618,TCP,1452,Control,HTTP,,Malware,Logged,High,Firewall,30.23
35606,38732,ICMP,1058,Data,FTP,,Intrusion,Ignored,Medium,Server,81.04
36982,48273,UDP,672,Data,FTP,IoC Detected,Malware,Logged,Low,Server,36.25
15927,18530,UDP,946,Control,FTP,,DDoS,Blocked,High,Firewall,71.58
55236,12209,ICMP,1408,Data,FTP,IoC Detected,DDoS,Ignored,Low,Firewall,34.19
57637,30873,TCP,1385,Control,HTTP,IoC Detected,DDoS,Ignored,Medium,Firewall,58.7
62088,30049,ICMP,147,Control,FTP,,Intrusion,Logged,High,Firewall,81.26
12716,21160,UDP,949,Control,DNS,,Intrusion,Blocked,Low,Server,16.42
31722,2133,ICMP,225,Data,DNS,IoC Detected,Malware,Ignored,High,Server,70.91
58111,3761,TCP,1478,Control,DNS,IoC Detected,Malware,Logged,Low,Server,68.3
5257,61649,ICMP,240,Control,HTTP,IoC Detected,Malware,Logged,Low,Firewall,33.67
14155,53006,TCP,1357,Control,DNS,IoC Detected,Intrusion,Ignored,Medium,Firewall,0.55
3604,5549,ICMP,1223,Control,DNS,,DDoS,Blocked,High,Server,0.55
12993,12712,UDP,127,Control,FTP,IoC Detected,Malware,Ignored,High,Server,45.94
18915,36978,TCP,303,Data,HTTP,,DDoS,Ignored,Low,Firewall,67.77
63219,14643,TCP,1316,Data,HTTP,,Intrusion,Ignored,Medium,Firewall,14.01
52066,28473,ICMP,1295,Control,FTP,IoC Detected,DDoS,Blocked,Low,Firewall,81.61
18300,55945,UDP,540,Control,FTP,,DDoS,Blocked,Low,Firewall,57.27
61792,30804,ICMP,819,Control,HTTP,,DDoS,Logged,Medium,Firewall,89.83
45272,21296,UDP,1495,Control,DNS,IoC Detected,Intrusion,Ignored,Low,Firewall,76.26
43759,55964,ICMP,824,Data,HTTP,,DDoS,Blocked,High,Firewall,14.69
27181,5267,UDP,978,Data,HTTP,IoC Detected,Malware,Ignored,Low,Server,8.56
52989,43419,UDP,1095,Data,FTP,IoC Detected,Malware,Logged,High,Firewall,60.11
36721,20244,TCP,836,Control,DNS,IoC Detected,Intrusion,Ignored,High,Server,96.01
35044,40392,TCP,323,Control,HTTP,IoC Detected,Malware,Logged,Low,Firewall,44.1
31666,24826,TCP,1386,Control,HTTP,,DDoS,Blocked,High,Firewall,81.09
46961,31339,UDP,1240,Data,HTTP,,Malware,Logged,Medium,Server,47.6
27885,30522,UDP,730,Control,DNS,IoC Detected,Malware,Logged,Medium,Firewall,22.95
4343,10615,TCP,258,Control,DNS,IoC Detected,Malware,Blocked,Low,Firewall,56.01
21498,16560,TCP,766,Control,HTTP,IoC Detected,Intrusion,Ignored,Low,Firewall,13.3
44273,6116,ICMP,1139,Data,DNS,,Malware,Blocked,Low,Firewall,29.2
26198,54375,UDP,692,Control,FTP,IoC Detected,DDoS,Logged,High,Server,85.51
12808,62209,ICMP,929,Data,DNS,IoC Detected,DDoS,Blocked,Medium,Server,95.32
52915,6046,UDP,642,Data,FTP,,Intrusion,Logged,Low,Server,21.29
8863,62965,ICMP,1350,Data,FTP,IoC Detected,DDoS,Logged,Medium,Server,73.06
39641,29794,TCP,920,Data,FTP,,DDoS,Blocked,High,Firewall,12.77
20712,12050,UDP,574,Data,FTP,,DDoS,Logged,Low,Firewall,75.96
1365,62756,ICMP,1086,Data,DNS,IoC Detected,DDoS,Blocked,Medium,Server,29.0
33167,28372,TCP,1029,Control,HTTP,,Intrusion,Blocked,High,Server,39.58
3938,23330,ICMP,468,Data,HTTP,,Intrusion,Logged,Low,Server,83.83
60535,4848,UDP,640,Data,FTP,,Intrusion,Blocked,Low,Firewall,86.95
55397,28915,ICMP,145,Data,DNS,IoC Detected,Intrusion,Ignored,Medium,Server,54.86
37034,38634,TCP,1480,Control,DNS,,Malware,Ignored,Medium,Server,37.53
41928,28319,ICMP,1097,Control,FTP,,Malware,Logged,Low,Firewall,79.83
38249,45079,TCP,1248,Control,HTTP,,DDoS,Blocked,Low,Firewall,96.23
61582,10739,TCP,1388,Data,FTP,,Malware,Blocked,Low,Firewall,35.48
36784,27570,TCP,111,Control,DNS,IoC Detected,DDoS,Blocked,Medium,Server,65.13
52486,39717,ICMP,1272,Control,HTTP,,DDoS,Logged,High,Server,53.91
61448,64978,UDP,97,Data,HTTP,,Malware,Logged,Low,Firewall,55.75
18221,43370,UDP,1292,Data,DNS,,DDoS,Ignored,Medium,Server,7.29
59087,53596,TCP,1155,Control,HTTP,IoC Detected,DDoS,Blocked,Medium,Firewall,50.8
25687,52121,UDP,1213,Data,HTTP,IoC Detected,Malware,Blocked,Low,Server,49.61
56440,21941,ICMP,1086,Data,FTP,IoC Detected,Malware,Blocked,Medium,Firewall,94.15
25242,56509,UDP,74,Control,FTP,,Malware,Logged,High,Server,51.53
2420,35109,TCP,108,Control,HTTP,,DDoS,Ignored,Low,Firewall,4.36
59512,52808,UDP,295,Control,HTTP,,DDoS,Blocked,Low,Firewall,77.61
2071,16651,UDP,375,Data,FTP,IoC Detected,Malware,Blocked,Medium,Firewall,97.55
6529,15066,TCP,1196,Data,DNS,,DDoS,Logged,High,Firewall,51.48
20375,13875,TCP,986,Data,HTTP,IoC Detected,Intrusion,Blocked,High,Server,88.93
38589,17583,ICMP,112,Control,DNS,,Intrusion,Blocked,Medium,Server,85.81
1386,64200,TCP,1260,Data,FTP,IoC Detected,Malware,Ignored,Medium,Server,8.07
60108,8926,UDP,283,Control,DNS,,Intrusion,Ignored,Medium,Server,64.89
31742,36116,TCP,361,Data,DNS,,Malware,Logged,Medium,Server,87.48
58960,40700,ICMP,1266,Data,HTTP,IoC Detected,Malware,Logged,Low,Firewall,65.63
12214,37481,TCP,573,Data,DNS,,Intrusion,Ignored,Low,Firewall,84.66
31083,19197,ICMP,904,Data,DNS,,DDoS,Blocked,Medium,Server,28.66
51536,15264,ICMP,84,Data,DNS,IoC Detected,Malware,Logged,Low,Server,73.64
60290,18398,TCP,88,Control,FTP,IoC Detected,Malware,Blocked,High,Firewall,39.76
12446,34766,UDP,503,Data,DNS,IoC Detected,DDoS,Blocked,High,Server,18.51
12617,21097,ICMP,1086,Data,FTP,,DDoS,Logged,High,Firewall,97.95
14503,13330,UDP,821,Control,HTTP,,DDoS,Blocked,Medium,Server,59.61
47078,3652,TCP,1094,Control,FTP,,DDoS,Logged,Medium,Firewall,10.57
15725,33281,TCP,1399,Data,HTTP,IoC Detected,DDoS,Ignored,High,Firewall,49.86
61345,50952,TCP,300,Data,HTTP,IoC Detected,Malware,Logged,Medium,Server,81.36
45767,25236,ICMP,1368,Data,FTP,,Malware,Logged,Medium,Firewall,65.39
16065,47399,ICMP,422,Data,HTTP,IoC Detected,Malware,Blocked,High,Firewall,10.43
8385,43630,TCP,1119,Data,DNS,IoC Detected,DDoS,Blocked,Low,Firewall,13.43
57757,36473,TCP,1383,Data,HTTP,,Intrusion,Logged,High,Server,18.69
57164,59613,TCP,979,Data,FTP,,Intrusion,Blocked,Medium,Firewall,21.08
64731,58655,TCP,1031,Data,HTTP,IoC Detected,Malware,Ignored,Low,Server,66.05
21281,35739,ICMP,1238,Data,DNS,,Intrusion,Ignored,Medium,Server,1.54
61374,19589,ICMP,1462,Data,HTTP,IoC Detected,DDoS,Ignored,Low,Firewall,40.85
62489,10243,ICMP,941,Control,DNS,,Malware,Blocked,Medium,Server,16.23
21108,27327,UDP,1236,Control,FTP,,Intrusion,Ignored,Low,Server,79.06
19555,50574,TCP,519,Data,HTTP,,DDoS,Blocked,Medium,Server,38.0
7414,44263,TCP,731,Control,DNS,,DDoS,Logged,Low,Server,47.71
55842,51069,TCP,717,Control,DNS,IoC Detected,Intrusion,Logged,High,Server,76.82
5180,35743,ICMP,1417,Control,DNS,,Malware,Logged,Medium,Firewall,15.05
38756,63748,UDP,283,Control,FTP,,Intrusion,Logged,Medium,Server,12.32
47217,31666,UDP,1421,Data,DNS,,DDoS,Ignored,High,Server,79.02
14044,59014,UDP,390,Control,FTP,IoC Detected,DDoS,Blocked,Medium,Firewall,1.02
20069,4448,UDP,153,Data,DNS,IoC Detected,Malware,Ignored,High,Server,74.67
31449,29796,ICMP,1378,Data,HTTP,,DDoS,Ignored,Medium,Server,98.61
47999,20351,UDP,972,Control,DNS,IoC Detected,Intrusion,Blocked,Low,Server,86.24
14564,54859,UDP,1350,Data,DNS,IoC Detected,Intrusion,Logged,Medium,Firewall,96.62
28256,59430,UDP,1399,Data,FTP,,DDoS,Logged,Medium,Firewall,70.7
10517,8528,TCP,1252,Data,DNS,IoC Detected,Malware,Logged,Medium,Server,53.46
16598,11225,TCP,420,Control,DNS,,Intrusion,Ignored,High,Server,77.82
17044,61283,ICMP,1351,Control,FTP,IoC Detected,Intrusion,Ignored,High,Server,23.39
8907,23132,ICMP,136,Data,HTTP,,Malware,Ignored,High,Firewall,81.06
19303,36925,TCP,1018,Data,HTTP,IoC Detected,Intrusion,Logged,Medium,Firewall,91.71
64719,18957,TCP,1116,Data,HTTP,,Intrusion,Logged,Low,Firewall,20.26
23700,5628,ICMP,1483,Control,DNS,,Malware,Ignored,High,Firewall,43.08
8764,46530,ICMP,150,Data,FTP,,DDoS,Blocked,High,Server,78.31
6415,24845,TCP,339,Control,DNS,IoC Detected,DDoS,Blocked,Medium,Server,9.7
9615,22044,ICMP,304,Data,HTTP,IoC Detected,Intrusion,Ignored,Low,Server,90.99
35272,29714,ICMP,1466,Control,HTTP,IoC Detected,DDoS,Blocked,Medium,Server,82.7
48352,16015,UDP,115,Data,DNS,,DDoS,Logged,High,Firewall,42.84
29346,57418,UDP,419,Control,FTP,,Malware,Blocked,High,Firewall,43.7
38847,27023,UDP,845,Data,HTTP,,Malware,Logged,Medium,Server,90.45
50243,60351,UDP,1253,Data,HTTP,IoC Detected,DDoS,Blocked,Medium,Server,22.34
13482,6056,ICMP,1194,Control,FTP,IoC Detected,Malware,Logged,Low,Firewall,22.23
61048,8458,UDP,1418,Data,HTTP,,Malware,Logged,Medium,Server,73.1
43006,54510,TCP,267,Control,HTTP,,Malware,Logged,Medium,Server,16.8
5702,40615,ICMP,657,Control,FTP,,Malware,Logged,Medium,Firewall,94.27
32596,44921,ICMP,899,Control,DNS,,Intrusion,Logged,Medium,Firewall,69.0
23430,2286,ICMP,429,Control,HTTP,IoC Detected,Malware,Logged,Medium,Firewall,20.18
31637,56258,TCP,276,Data,FTP,,DDoS,Ignored,Low,Firewall,31.96
35041,17559,ICMP,331,Data,DNS,,Intrusion,Blocked,High,Firewall,11.18
46978,23927,UDP,571,Data,DNS,,DDoS,Blocked,High,Firewall,57.9
18612,23572,UDP,507,Control,FTP,IoC Detected,Malware,Ignored,Medium,Server,48.2
57834,4290,ICMP,297,Data,DNS,IoC Detected,DDoS,Ignored,Medium,Server,79.49
60221,24459,UDP,935,Data,DNS,,Malware,Blocked,Medium,Server,66.59
4990,13474,TCP,825,Data,DNS,IoC Detected,DDoS,Logged,High,Firewall,7.2
15293,41539,TCP,1005,Data,HTTP,IoC Detected,Malware,Ignored,Medium,Firewall,89.27
27029,64778,UDP,1347,Data,HTTP,,DDoS,Blocked,High,Server,71.56
49257,29369,TCP,146,Data,HTTP,IoC Detected,DDoS,Logged,Medium,Firewall,46.17
9229,25435,TCP,652,Control,HTTP,,DDoS,Ignored,Low,Server,44.98
14789,47811,TCP,359,Control,HTTP,IoC Detected,DDoS,Ignored,High,Server,70.13
61290,41543,TCP,1204,Data,FTP,IoC Detected,DDoS,Logged,High,Server,14.82
34680,47743,TCP,1492,Control,DNS,IoC Detected,DDoS,Logged,Low,Firewall,69.16
47582,38722,ICMP,391,Data,HTTP,IoC Detected,Intrusion,Logged,Low,Firewall,0.59
51033,38899,TCP,387,Data,HTTP,,DDoS,Blocked,Medium,Server,91.89
65482,23309,ICMP,464,Data,DNS,,Intrusion,Blocked,Low,Server,53.39
35874,62304,UDP,780,Control,FTP,IoC Detected,Intrusion,Blocked,Low,Server,31.96
46972,3089,ICMP,799,Data,HTTP,,Intrusion,Ignored,High,Firewall,11.08
28309,57707,UDP,1407,Control,FTP,,Malware,Logged,Low,Firewall,7.05
23196,55384,TCP,1324,Control,DNS,,Malware,Blocked,Low,Server,71.07
38826,22275,TCP,1393,Data,HTTP,IoC Detected,Malware,Ignored,High,Firewall,25.94
41417,64593,ICMP,65,Data,HTTP,IoC Detected,Malware,Blocked,Low,Firewall,84.45
52345,65463,UDP,180,Control,FTP,IoC Detected,Malware,Blocked,Medium,Firewall,52.05
36278,32794,TCP,1491,Control,HTTP,IoC Detected,DDoS,Blocked,Medium,Server,52.97
7292,34527,TCP,198,Data,DNS,,Intrusion,Logged,Medium,Firewall,38.18
17231,44687,TCP,774,Data,DNS,,Malware,Ignored,Medium,Firewall,73.93
29721,16638,ICMP,1055,Data,HTTP,,Intrusion,Blocked,Low,Server,6.53
57207,58756,ICMP,1189,Control,DNS,IoC Detected,DDoS,Logged,High,Firewall,35.44
21937,20894,TCP,195,Data,DNS,,DDoS,Logged,High,Server,40.26
17463,60363,ICMP,394,Data,HTTP,,DDoS,Blocked,Medium,Server,44.61
44392,3212,UDP,860,Data,DNS,,Malware,Ignored,High,Server,80.58
38941,45682,ICMP,308,Control,DNS,,Malware,Logged,Medium,Server,29.28
54875,12814,UDP,1126,Control,HTTP,IoC Detected,DDoS,Blocked,Low,Firewall,56.99
2467,58445,UDP,701,Control,DNS,IoC Detected,DDoS,Ignored,Medium,Firewall,0.34
50124,5668,TCP,612,Data,FTP,IoC Detected,Intrusion,Logged,Low,Firewall,7.8
49471,26036,UDP,851,Control,FTP,,DDoS,Blocked,Medium,Firewall,71.03
17963,61277,UDP,182,Data,DNS,IoC Detected,Malware,Logged,High,Server,76.06
10861,38017,TCP,570,Control,HTTP,IoC Detected,DDoS,Ignored,Low,Firewall,25.16
60472,56473,TCP,976,Data,HTTP,IoC Detected,Malware,Ignored,Low,Firewall,79.12
22000,60312,UDP,1368,Data,FTP,,DDoS,Ignored,Low,Server,29.51
30946,29436,ICMP,209,Control,DNS,,Malware,Logged,Low,Firewall,28.08
19705,29372,ICMP,361,Control,FTP,,Intrusion,Logged,Low,Firewall,2.96
53371,22551,TCP,1360,Control,DNS,,Intrusion,Logged,Low,Firewall,3.31
63792,48356,TCP,1210,Control,HTTP,IoC Detected,Intrusion,Logged,High,Firewall,49.62
61625,32337,ICMP,504,Data,DNS,,DDoS,Blocked,High,Firewall,82.57
13645,40098,UDP,361,Control,HTTP,IoC Detected,Malware,Blocked,Low,Firewall,68.68
1992,53165,ICMP,429,Control,FTP,IoC Detected,Intrusion,Ignored,Low,Server,51.67
43958,2884,UDP,1102,Control,DNS,,DDoS,Logged,Medium,Firewall,49.68
14956,16773,ICMP,1112,Control,FTP,IoC Detected,Malware,Blocked,Low,Server,51.08
23518,54755,UDP,1002,Control,HTTP,IoC Detected,Malware,Logged,Low,Server,40.18
57126,54459,TCP,713,Control,DNS,,Intrusion,Logged,Low,Server,68.86
32946,38215,TCP,1135,Data,HTTP,,Intrusion,Blocked,High,Firewall,9.46
46844,35717,ICMP,994,Control,HTTP,IoC Detected,Malware,Logged,Medium,Server,14.05
15601,13379,ICMP,1173,Data,FTP,IoC Detected,DDoS,Blocked,High,Firewall,16.44
11802,55321,ICMP,385,Control,FTP,IoC Detected,Intrusion,Blocked,High,Server,60.31
56857,56748,TCP,1161,Control,HTTP,IoC Detected,Malware,Ignored,High,Server,24.52
38857,30147,TCP,370,Data,HTTP,IoC Detected,DDoS,Blocked,High,Firewall,98.92
42245,49249,ICMP,278,Control,HTTP,,Malware,Blocked,Low,Server,67.52
14581,10725,TCP,328,Control,DNS,IoC Detected,Intrusion,Logged,Low,Firewall,83.06
13113,10019,ICMP,876,Control,HTTP,,Intrusion,Logged,Medium,Server,45.3
35111,15372,ICMP,1339,Data,DNS,IoC Detected,Malware,Blocked,Low,Server,36.49
48333,13319,UDP,95,Data,FTP,,Malware,Logged,Medium,Server,7.42
52939,33474,TCP,879,Control,DNS,IoC Detected,Malware,Blocked,High,Firewall,45.54
11535,23265,UDP,401,Control,DNS,IoC Detected,Malware,Logged,High,Server,40.68
53298,63900,UDP,135,Control,DNS,,Malware,Blocked,Medium,Firewall,96.25
19373,31077,ICMP,812,Data,FTP,IoC Detected,Intrusion,Logged,High,Server,97.85
38393,65354,UDP,1482,Control,DNS,IoC Detected,DDoS,Ignored,Low,Server,23.17
9336,29043,TCP,678,Data,DNS,,Intrusion,Blocked,High,Firewall,40.37
22411,12975,TCP,1339,Control,HTTP,,DDoS,Ignored,High,Firewall,41.8
5278,37362,ICMP,127,Data,DNS,IoC Detected,DDoS,Blocked,Low,Firewall,63.9
32323,40972,ICMP,1418,Data,FTP,IoC Detected,Malware,Blocked,Low,Firewall,13.21
62638,17276,TCP,1339,Control,HTTP,IoC Detected,Malware,Logged,Medium,Firewall,35.09
34790,2621,UDP,850,Control,HTTP,,Malware,Blocked,High,Firewall,49.77
42853,19641,TCP,1009,Data,HTTP,,DDoS,Logged,High,Server,76.2
42492,7706,TCP,298,Control,HTTP,,Malware,Blocked,High,Server,39.51
65471,37574,ICMP,773,Data,HTTP,,Malware,Blocked,Medium,Firewall,41.99
18595,31171,UDP,260,Control,FTP,IoC Detected,Malware,Ignored,Low,Server,25.94
35497,52122,ICMP,78,Control,FTP,IoC Detected,Malware,Ignored,Medium,Server,74.0
31011,10443,UDP,880,Data,DNS,,Malware,Ignored,Low,Server,94.3
26517,60976,UDP,944,Control,HTTP,IoC Detected,Malware,Logged,Low,Server,76.77
6283,53558,ICMP,1117,Data,HTTP,IoC Detected,Intrusion,Logged,High,Firewall,94.42
9538,59891,ICMP,122,Data,HTTP,,DDoS,Ignored,High,Server,47.53
33014,1294,TCP,1406,Control,DNS,,DDoS,Logged,Medium,Server,83.08
23213,47680,TCP,1050,Control,DNS,,DDoS,Ignored,Low,Server,80.0
16338,22992,TCP,852,Data,DNS,IoC Detected,Intrusion,Ignored,High,Server,4.59
17734,58165,ICMP,1000,Control,HTTP,,DDoS,Ignored,High,Server,95.81
28125,22686,ICMP,909,Control,FTP,,Intrusion,Blocked,Medium,Firewall,12.75
64646,48290,TCP,1332,Control,DNS,IoC Detected,DDoS,Blocked,Low,Server,32.53
16004,20782,UDP,502,Data,HTTP,,Malware,Ignored,High,Firewall,84.88
52354,60476,UDP,477,Data,HTTP,IoC Detected,Malware,Ignored,High,Firewall,41.81
3084,42631,UDP,760,Data,DNS,IoC Detected,Malware,Logged,High,Server,39.21
39858,63187,UDP,518,Data,DNS,,DDoS,Ignored,High,Server,16.99
10446,3757,UDP,1071,Control,FTP,IoC Detected,DDoS,Logged,High,Server,88.08
65142,41980,UDP,1021,Data,FTP,,DDoS,Logged,Low,Firewall,45.72
60905,62003,TCP,1045,Data,HTTP,,Intrusion,Logged,High,Server,75.24
20580,47286,ICMP,184,Data,DNS,,Intrusion,Ignored,Medium,Firewall,30.67
18937,44981,TCP,1332,Data,FTP,,Malware,Ignored,High,Firewall,88.42
54057,58131,TCP,925,Control,FTP,,DDoS,Logged,Medium,Firewall,44.09
39821,32655,ICMP,1334,Control,FTP,,Malware,Logged,Low,Firewall,35.14
5837,45681,UDP,681,Control,HTTP,IoC Detected,DDoS,Blocked,Low,Server,21.87
16491,57707,UDP,995,Control,HTTP,IoC Detected,DDoS,Ignored,Low,Server,94.41
27325,4728,TCP,1222,Control,HTTP,IoC Detected,Intrusion,Blocked,High,Server,79.84
24155,34492,TCP,1344,Data,FTP,IoC Detected,Malware,Blocked,Medium,Server,39.06
1944,23429,ICMP,1090,Control,FTP,IoC Detected,DDoS,Blocked,High,Server,79.62
